,opinion,rates
378,"Atención esmerada, ambiente casual y platillos como aquellos que eventualmente aun se preparan en casa y que preparaban madres y abuelas en Lima.
Porciones generosas en tamaño, las que eventualmente se puede pedir que sirvan en platos separados para dos personas. 
Buenos postres y un... ;""Más",50
379,"Siempre es rico ir a almorzar a Tanta, hay una buena variedad de platos para elegir, tener en cuenta que las porciones son grandes.
Delicioso el chilcano de fresa con hierbabuena.",40
380,"Fuimos con amigos y niños al que queda en Larcomar. Ya habíamos estado ahí y había que volver. La comida es deliciosa, platos para todos los gustos y un buen ambiente para almorzar y pasar la tarde. Adicional a esto los cocteles son muy buenos... ;""Más",40
381,"La comida es buena pero la atención no tanta. Se demoran mucho en atender y en dar mesa. No hay gran varidad de platos.",30
382,"Bueno 

Pedimos ahí de gallina y lomo saltado muy rico 

Pisco sour y para mi señora algo como punch muy sabroso de frutas,creo piña y pisco",40
383,"Bonito el ambiente, precios sobre los 25 soles. En particular si eres de buen diente como yo, no te recomiendo ir, pedí una hamburgueza de 35 soles, bonito el plato de presentación pero no me lleno nada con las 8 papitas contadas que me servieron.... ;""Más",40
384,"Tiene un menú variado, la comida es muy buena. La atención es excelente. La comida es criolla típica peruana.",40
385,"Se come fenomenal, y tienes menús adicionales por temporada. Hay uno en el Centro Comercial Larcomar que se puede comer viendo el océano.",50
386,"Fui a almorzar a este restaurant antes de volver a Chile y encontré muy rica la comida, probé el atún (sellado) y realmente delicioso, el pisco sour de aperitivo también muy rico.",40
387,"La verdad que es excelente la comida de esta cadena. Muy recomendable probar los platos que se sirven y probar la limonada menta jengibre.",50
388,"La comida es variada y excelente.
Comi tanto en el que está en Larcomar como en el que está en San Isidro.
La atención fue muy buena en los dos sitios.
Platos criollos excelentemente preparados.",50
389,"Riquísimo todo, el ceviche inmejorable ; además se le suma la vista al Pacifico .Muy buena atención , siendo extranjeros explicando los platos .",50
390,"Yo no voy tan seguido al Tanta pues es un restaurante delicioso ,son muy amables la atención es rápida y ahí comí de los mejores postres de la vida",50
391,"Es un buen restaurante, ubicado en varias localidades de Lima, la comida es muy buena, siempre con platos del día, ofrece platos regionales y su costo es razonable.

Disfruten mucho, su atencion es buena y los meseros atentos.

La comida se sirve rápido y a... ;""Más",50
392,"Entramos al restaurante y la atención era muy buena.
Nos dieron una mesa, grande, cómoda y el ambiente era bonito.
El jugo y los ingredientes se notaban frescos, muy buenos para un desayuno y los macarones de postre.... Todo un vicio!!!",50
393,"Fue la primera vez q visitamos en familia el local de 28 de julio, la atencion. comida y ambiente en muy buena, recomendado al 100 % para cena familiar",40
394,"Fui a tanta a lo seguro para hacer conocer a un amigo extranjero nuestra gastronomía. Y con las causitas de entrada el quedo encantadisimo me dijo que fue una explosión de sabores. La atención muy buena. El ambiente tranquilo como para conversar.",40
395,"Es conveniente reservar ya que llegamos un día de semana a las 15 hs y tuvimos media hs de demora. La comida y la atención es excelente. Nos toco una mesa con vista al mar que sumó muchísimo. Pedimos una entrada que trae de todo... ;""Más",50
396,"La verdad la comida es increíble, pero creo que estaba saturado el el lugar ya que la atención fue un poco lenta. Muy buena comida, solo que lago caro. Creo se puede comer igual de bien o mejor en Lima por menos.",40
397,"Este lugar tiene una gran variedad en la carta y tiene precios accesibles. También es rico y con un ambiennte agradable.",40
398,"Si quieren comer comidas regionales de primera calidad, deben visitar Tanta. El lomo saltado es su especialidad. Deliciosos postres y muy buena atención. Recomendado.",50
399,"Hoy probé las tostadas de blueberry y me encantaron! Como siempre, pedí el tamalito verde que para mí no tiene pierde y es delicioso! Huevos fritos con papa y chorizos fue la elección de mi mesa y dicen que súper ricos. El jugo fresco y... ;""Más",40
400,"Comida de chef reconocido por Astrid y Gaston con varias sucursales muy buena atención y comida espectacular Peruana",50
401,"Restaurante con el mejor lomo saltado de Lima. También cuenta con otros platos criollos muy buenos y una amplia variedad en la carta",50
402,"Alli comi el primer ceviche peruano, la receta es muy buena, los colaboradores del sitio le hacen sugerencias a uno respecto a que probar y como combinarlo.

El precio es muy bueno, pues las recetas son excelentes, la porcion es generosa y el precio es... ;""Más",50
403,"Cuando me entero que un Tanta no tuvo éxito en un lugar donde los comensales aprecian más la abundancia (cantidad) de cada plato, hay que agradecer a los emprendedores que tuvieron el sueño de llevar la cocina casera moderna a otros lares.
Probar una papa... ;""Más",50
404,"Este es el mejor restaurante de comida criolla peruana de Lima, el lomo saltado es super recomendado, la chicha morada es riquisima y el servicio del personal es muy amable, rapido y atento.

Los precios de los platos estan entre 35 y 45 soles aproximadamente.",50
405,"Fue el primero. Y como subdelegado Gastón pone el ojo pone la bala. Muy bueno. Innovador en su tiempo. Ahora hay muchos de su estilo. Lo malo (o bueno?) las mesas tan cercanas, si vas en plan aburrido te enteras de muchas cosas, no te... ;""Más",30
406,"Atención magnifica y los platos deliciosos y muy bien logrados en sabor y presentación, loa jugos ni hablar!!! Una muy buena atención!!",50
407,"Muy bien ubicado, pero la atención es bastante lenta. Además la comida es sólo buena. No sobresale para todo el renombre que lleva. No lo repetiría.",30
408,"Desde que fui a aquel lugar salí con el pensamiento de volver ya que la comida es riquísima. El lomo saltado está muy bueno, el guiso de res también, ni qué decir de los tipos de limonadas que ofrecen. Riquísimos.",50
409,"Sin duda, como actualmente radico en Tarapoto, ir a Lima es ir a comer y comprar en los centros comerciales que faltan en mi ciudad, así que ir a comer en uno de los restaurantes del mejor, Gastón Acurio es un placer, siempre me inclino... ;""Más",50
410,"Buena comida tradicional peruana. Recomendado el lomo saltado y la empanada de aji de gallina. El ceviche esta muy bueno. Las causas no son nada del otro mundo.",40
411,"Es un restaurante estilo comida rápida, un sitio informal y la comida es excelente! Hay muy buenos platos, diferentes para escoger. El sitio ideal cuando no has hecho una reserva y quieres comer algo delicioso. Muy recomendado.",40
412,"Como peruano, este no es el mejor restaurante de comida peruana como tratan de venderlo. La comida es fusion llegando al punto de distorsionar la gastronomía peruana. Esta bien como para probar algo nuevo y punto. Los insumos si son buenos, recomiendo una jaranita criolla... ;""Más",30
413,"Es un restaurante moderno y actual de comida Peruana Fusión, de propiedad del galardonado Cheff Peruano Gastón Acurio, en él podrás disfrutar comida FUSIÓN, es decir los típicos platos Peruanos y otros acompañados de la sazón del mundo en general, No hay pierde te sirven... ;""Más",40
414,"De las cosas que más me gusta es su variedad de jugos, además que te dan un jarrito, lo que alcanza para dos vasos aprox, muchas variedades, la comida muy buena también",40
415,"Comer aquí siempre sera una agradable experiencia, recomiendo lo rissotos, el arroz con mariscos y el tacu tacu, aunque en general todos los platos son deliciosos.",50
416,"Visitamos por enésima vez el local del jockey plaza, un domingo al medio día todo el mundo quiere sentarse allí ! Afuera es ideal por el sol que invita a disfrutarlo! Un poco de espera que vale la pena, los mozos correctos, la carta variada... ;""Más",50
417,"En el local de S. Isidro. Donde era el swiss hotel. Buen lomo saltado que probé. Ricas papás amarillas frits en tamaño familiar como la carne que te sirven",40
418,"Los piqueos estaban muy buenos, pero mi plato de res en salsa de vino y la paella chola no  me han parecido muy sabrosos. Igual hay que probar más platos.",30
419,"Ha sido el primer restaurante en el que hemos comido en este viaje a Perú. Como en el resto de los locales inspirados por Gastón Acurio, no decepciona ni la carta ni la calidad de los productos ni el excelente servicio. Buenos platos locales en... ;""Más",50
420,"Dentro de la variada cocina peruana este restaurante ofrece platos comunes y con una carta acotada. Igualmente la comida estaba riquisima.",30
421,"Lo mejor de la comida Peruana en un solo lugar. La atención muy buena y agradable. 
Las bebidas de primera. Es un poco caro, pero vale la pena.",40
422,"Tanta tiene una combinacion especial entre los sabores del Peru con un toque gourmet en sus presentaciones, la atencion y el ambiente son excelentes.
Si se visita Lima y no cuenta con mucho tiempo es una de las mejores opciones para tener una sintesis de... ;""Más",50
423,"Para almuerzos y cenas es una opción básica y segura, la comida es agradable, la relación calidad/precio es acorde. El ambiente de larcomar es bonito, amabilidad del personal.",40
424,"La verdad que nos encantó el sitio llevábamos mas de 15 dias viajando por perú en plan mochileros y agradecimos muchísimo volver a un poco de civilización con buenos platos, he de decir que vi la comida peruana un poco europeizada para lo que estamos... ;""Más",40
425,"Originalmente ofrecía mayormente comida española (tapas de variados sabores, tortillas de papas) y muchos postres, Hoy tiene muchos platos peruanos de estilo fusión muy buenos, Les recomiendo los ravioles de alcachofa",50
426,"Si se trata de sopas: Sancochado, Menestrón, Aguadito lo recomiendo, en cuanto a otro platos, me parece que la sazón de cheff ha variado, las ensaladas son caras y no para chuparse los dedos",30
427,"Fuimos a cenar a este restaurante con unos amigos durante mi viaje a peru. el sitio nice, la comida estaba muy rica pero la atencion no fue buena. se demoraron mucho en traer la orden y se equivocaron en el pedido en dos oportunidades. creo... ;""Más",30
428,"Es muy buen lugar, agradable, cómodo, y el servicio es impecable, recomiendo el ají de gallina y los tequeños de ají.
Muy buen sitio para probar la gastronomía peruana.",50
429,"Comimos en un Tanta del centro de Lima, todos los platos fabulosos, y buena atención. Totalmente recomendable! Me
Falto solo el
Postre 😅",50
430,"Un menu tradicional e internacionalizado a la vez, excelente fusion en lo que se refiere a su concepto gastronómico. Elegí el Ají de Gallina y lo repetiría. Un sitio ideal para almuerzo.",40
431,"Estuvimos en Tanta de Larcomar, excelente variedad de comida en buenas cantidades y bien decorada. Hay menu para niños.",50
432,"Fui con mi pareja ella pidió lomo saltado y yo asado del abuelo, me arrepiento completamente ya que el lomo estaba increíble. Además pedimos pastel de choclo y empanada de lomo saltado ambas estaban exquisitas.",40
